9.667974,4.300672,0.982877
9.682636,4.335366,0.982035
9.842984,4.280326,0.982051
9.859058,4.399584,0.972813
9.689626,4.380932,0.969175
9.432644,4.436489,0.965873
9.544317,4.378708,0.952655
9.478344,4.333752,0.951402
9.488950,4.273532,0.944149
9.514470,4.343394,0.941969
9.567437,4.262770,0.944680
9.944030,4.409786,0.960175
9.835269,4.386221,0.952786
9.969053,4.549549,0.956177
10.088544,4.550461,0.951398
10.098240,4.514630,0.938771
10.041079,4.578630,0.946036
10.202318,4.600200,0.937637
10.049965,4.542767,0.932064
10.217763,4.499539,0.944837
10.390225,4.579884,0.965254
10.636608,4.582599,0.995918
10.713899,4.571605,1.006799
10.689094,4.595296,0.983752
10.740836,4.685275,0.981428
10.953656,4.733180,0.978102
10.866339,4.709650,0.975419
10.919369,4.680525,0.957506
11.040918,4.588716,0.958432
11.003721,4.545561,0.955968
11.144187,4.737693,0.947445
11.028938,4.646251,0.936923
11.062797,4.495138,0.944421
11.188961,4.691829,0.955236
11.367712,4.786111,0.974091
11.472526,4.801318,0.983113
11.283739,4.989482,0.974111
11.184575,4.796702,0.961354
11.274951,4.976521,0.959559
11.238825,4.937480,0.977615
11.314783,5.010317,0.998083
11.259277,4.951302,0.992850
11.228768,4.841135,0.999530
11.037561,4.970351,1.025476
11.138343,4.987970,1.045548
11.229289,5.087541,1.056410
11.129857,5.049451,1.045215
11.288927,5.098329,1.045585
11.466222,5.192213,1.041686
11.618472,5.209670,1.029128
11.655466,5.265486,1.052473
11.929098,5.327327,1.067937
11.814901,5.279021,1.069438
11.779825,5.293998,1.065132
11.758167,5.439754,1.062713
11.679603,5.367362,1.078139
11.722447,5.353091,1.063604
11.784511,5.258270,1.074778
11.865975,5.216455,1.093451
12.113801,5.391641,1.109245
12.150598,5.335748,1.108144
12.220148,5.295629,1.118279
12.278423,5.299988,1.134137
12.001820,5.280924,1.129990
11.900783,5.309021,1.130332
12.067282,5.440688,1.139606
12.251966,5.569984,1.144076
12.382825,5.660606,1.148895
12.537161,5.542813,1.142004
12.375198,5.476880,1.135786
12.522329,5.481681,1.145090
12.385618,5.517094,1.149028
12.413168,5.540256,1.134014
12.344756,5.514956,1.142574
12.288326,5.497137,1.149265
12.261166,5.475413,1.147460
12.059811,5.422516,1.131383
12.165314,5.588847,1.132497
12.214247,5.536232,1.129531
12.398609,5.687017,1.135418
12.513339,5.619672,1.127900
12.602368,5.609548,1.108520
12.623897,5.410953,1.115956
12.510988,5.581038,1.140944
12.626167,5.821685,1.159963
12.638237,5.794083,1.143355
12.477671,5.669882,1.133455
12.162811,5.548669,1.142371
12.098369,5.654099,1.114548
11.926087,5.542967,1.108683
11.877653,5.485907,1.109435
12.137908,5.618610,1.130188
11.998361,5.549831,1.128668
12.289459,5.687892,1.129383
12.371827,5.638308,1.131229
12.347311,5.683505,1.116737
12.592834,5.794674,1.108043
12.898622,5.923756,1.133225
12.854168,5.823444,1.096135
12.706070,5.786495,1.092242
12.613171,5.765302,1.084041
12.589294,5.916314,1.077563
12.865618,6.099674,1.088177
12.718800,6.184886,1.088402
12.649543,6.169338,1.082305
12.677021,6.170664,1.087133
12.465745,6.161327,1.084719
12.745311,6.208072,1.075719
12.626555,6.018697,1.085915
12.712344,6.171979,1.078836
12.922932,6.261994,1.079379
12.949073,6.188049,1.089353
13.120450,6.224187,1.086232
12.760763,6.219528,1.084443
12.219340,6.188611,1.064725
12.445860,6.288260,1.066364
12.617144,6.234546,1.068305
12.772896,6.115864,1.068955
12.721175,6.157964,1.057408
12.614965,6.264825,1.056852
12.482615,6.233611,1.059592
12.512349,6.143319,1.056786
12.835172,6.354493,1.078533
12.769968,6.244042,1.067279
13.010368,6.426484,1.077876
12.801925,6.240516,1.069694
12.778323,6.307165,1.055881
12.909047,6.387727,1.080683
12.998624,6.472673,1.086649
12.957287,6.520576,1.079471
12.870273,6.439341,1.070330
12.776887,6.272809,1.060398
12.794235,6.271045,1.060230
12.821828,6.385804,1.087894
13.032375,6.626854,1.089384
12.761940,6.882799,1.087766
12.544305,6.896726,1.074644
12.754455,6.840790,1.071169
12.844350,6.709524,1.062501
12.637837,6.700627,1.076996
12.439672,6.552533,1.061150
12.245168,6.785589,1.072354
12.175774,6.877229,1.068757
12.330420,6.839055,1.029385
12.258069,6.732249,1.035812
12.231762,6.669865,1.036207
12.213399,6.807732,1.017820
11.908896,6.605757,0.983608
11.965652,6.759157,1.000723
11.950683,6.808348,1.014374
11.874973,6.983417,1.018339
11.831062,6.898044,1.019068
12.037955,6.989668,1.024494
12.211204,6.951541,1.035045
12.497732,6.934463,1.038385
12.540634,6.699716,1.050555
12.609012,6.780819,1.050806
12.651978,6.889796,1.055291
12.448198,6.935594,1.074213
12.411766,6.904353,1.075385
12.334040,6.790914,1.094085
12.046522,6.721256,1.080473
12.350028,6.987111,1.104349
12.516958,6.993525,1.100239
12.472893,7.089172,1.065253
12.194303,7.075077,1.058507
12.437838,7.336614,1.068657
12.270238,7.102169,1.052375
12.434287,7.011186,1.045386
12.279039,7.092229,1.048679
12.260807,7.216261,1.048930
11.971327,7.125773,1.048330
12.016070,7.044367,1.045516
12.153313,6.949045,1.045050
12.034481,6.934376,1.045357
11.848124,7.222231,1.049468
11.699813,7.056742,1.045134
11.813648,6.959687,1.033954
12.136590,6.881680,1.018256
12.292110,7.032250,1.003759
12.246865,6.888317,1.004139
12.403066,6.884931,1.009734
12.203733,7.078196,1.001198
12.292670,6.937296,1.004767
12.194028,6.915647,1.013288
12.259130,6.927453,1.010546
12.330808,6.881631,0.997626
12.341413,6.784286,0.990589
12.286373,6.743139,0.987315
12.357764,6.650432,0.992803
12.228100,6.896745,0.994463
12.028190,6.825124,0.978494
12.059513,6.817639,0.979252
12.127623,6.854695,0.988654
12.214751,7.071688,0.987645
12.031194,6.996385,0.980845
12.065380,6.908009,0.988964
11.782467,6.798267,0.970630
11.652123,6.745044,0.966828
11.703114,6.860887,0.977696
11.469570,6.593264,0.973262
11.574317,6.632758,0.976473
11.589108,6.657872,0.978809
11.705068,6.590303,0.973612
11.643024,6.670861,0.961349
11.583544,6.485316,0.955184
11.368892,6.435137,0.947087
11.207991,6.361668,0.949073
11.046266,6.455413,0.950267
10.868851,6.465409,0.944169
10.798268,6.487922,0.939995
10.737389,6.521404,0.921720
